sample_id,rep,prompt_version,news_desk,model,sentiment,n_chunks,word_count
19,2,A,Foreign,Gemini-2.5-Flash,0.9717120964002485,3,893
20,0,A,Business,Gemini-2.5-Flash,-0.4663992836140096,4,1151
20,1,A,Business,Gemini-2.5-Flash,-0.7994525991380215,4,1053
20,2,A,Business,Gemini-2.5-Flash,-0.48344656417611986,4,1085
21,0,A,Business,Gemini-2.5-Flash,0.8288951423019171,2,607
21,1,A,Business,Gemini-2.5-Flash,0.9801129261031747,1,200
21,2,A,Business,Gemini-2.5-Flash,0.9449847172945738,1,105
22,0,A,Business,Gemini-2.5-Flash,-0.47199106530752033,4,1174
22,1,A,Business,Gemini-2.5-Flash,-0.46212507580639794,4,1194
22,2,A,Business,Gemini-2.5-Flash,-0.9591274741105735,4,1219
23,0,A,Business,Gemini-2.5-Flash,-0.9680688451626338,4,1016
23,1,A,Business,Gemini-2.5-Flash,-0.31174875733753044,3,855
23,2,A,Business,Gemini-2.5-Flash,-0.9905898987490218,4,1117
24,0,A,Business,Gemini-2.5-Flash,0.36552345543168485,4,1126
24,1,A,Business,Gemini-2.5-Flash,0.9574575021979399,4,1096
24,2,A,Business,Gemini-2.5-Flash,0.49101000603695866,4,1066
25,0,A,Business,Gemini-2.5-Flash,0.30620130710303783,4,1094
25,1,A,Business,Gemini-2.5-Flash,0.35549788718344644,4,1100
25,2,A,Business,Gemini-2.5-Flash,0.4659049822948873,4,1108
26,0,A,Business,Gemini-2.5-Flash,-0.8562694855500013,4,1130
26,1,A,Business,Gemini-2.5-Flash,-0.9538774468237534,4,1167
26,2,A,Business,Gemini-2.5-Flash,-0.9589533327962272,4,1128
27,0,A,Business,Gemini-2.5-Flash,-0.6034746142104268,4,1050
27,1,A,Business,Gemini-2.5-Flash,-0.43673232808941975,4,1108
27,2,A,Business,Gemini-2.5-Flash,-0.9464062347542495,4,1173
28,0,A,Business,Gemini-2.5-Flash,0.34356870083138347,4,1013
28,1,A,Business,Gemini-2.5-Flash,-0.9560987635049969,4,1152
28,2,A,Business,Gemini-2.5-Flash,-0.5658127970527858,4,1159
29,0,A,Business,Gemini-2.5-Flash,0.9817433218704537,4,1063
29,1,A,Business,Gemini-2.5-Flash,0.9866411838156637,4,1127
29,2,A,Business,Gemini-2.5-Flash,0.9606859304476529,4,1148
30,0,A,Business,Gemini-2.5-Flash,0.32586179836653173,4,1224
30,1,A,Business,Gemini-2.5-Flash,0.880940642207861,1,104
30,2,A,Business,Gemini-2.5-Flash,0.979899875659612,4,1124
31,0,A,Business,Gemini-2.5-Flash,0.023124792613089085,4,1028
31,1,A,Business,Gemini-2.5-Flash,-0.09170670004095882,4,1037
31,2,A,Business,Gemini-2.5-Flash,-0.2572809618432075,4,1123
32,0,A,Business,Gemini-2.5-Flash,0.05511081242002547,4,1074
32,1,A,Business,Gemini-2.5-Flash,-0.37959247284258407,3,809
32,2,A,Business,Gemini-2.5-Flash,0.4755238746292889,4,1072
33,0,A,Business,Gemini-2.5-Flash,-0.9958183272101451,4,1025
33,1,A,Business,Gemini-2.5-Flash,-0.9770996093866415,4,1085
33,2,A,Business,Gemini-2.5-Flash,-0.5404089081566781,4,1033
34,0,A,Business,Gemini-2.5-Flash,-0.9521826878772117,4,1073
34,1,A,Business,Gemini-2.5-Flash,-0.5088249117834494,4,1131
34,2,A,Business,Gemini-2.5-Flash,-0.35870483645703644,4,1039
35,0,A,Business,Gemini-2.5-Flash,0.6079158744541928,4,1046
35,1,A,Business,Gemini-2.5-Flash,0.9768467121757567,3,960
35,2,A,Business,Gemini-2.5-Flash,0.5398930584390959,3,936
36,0,A,Business,Gemini-2.5-Flash,-0.9877816487569362,4,1029
36,1,A,Business,Gemini-2.5-Flash,-0.9874830880823234,3,892
36,2,A,Business,Gemini-2.5-Flash,-0.5208793599158525,3,869
37,0,A,Business,Gemini-2.5-Flash,-0.9954024322796613,1,220
37,1,A,Business,Gemini-2.5-Flash,-0.9851554403139744,4,1002
37,2,A,Business,Gemini-2.5-Flash,-0.7421694780932739,4,981
38,0,A,Business,Gemini-2.5-Flash,-0.9623373821377754,4,1039
38,1,A,Business,Gemini-2.5-Flash,-0.9647213617572561,4,1067
38,2,A,Business,Gemini-2.5-Flash,-0.7798091304721311,4,1018
39,0,A,Business,Gemini-2.5-Flash,-0.08952830467023887,4,1005
39,1,A,Business,Gemini-2.5-Flash,0.016552759800106287,4,1153
39,2,A,Business,Gemini-2.5-Flash,0.257340170443058,4,1094
40,0,A,Business,Gemini-2.5-Flash,-0.021687049505999312,4,1003
40,1,A,Business,Gemini-2.5-Flash,-0.7947367183514871,4,1037
40,2,A,Business,Gemini-2.5-Flash,-0.7225232687487733,4,1007
41,0,A,Business,Gemini-2.5-Flash,0.8385391049087048,3,991
41,1,A,Business,Gemini-2.5-Flash,-0.9838015307323076,4,1197
41,2,A,Business,Gemini-2.5-Flash,-0.49308013287372887,4,1013
42,0,A,Business,Gemini-2.5-Flash,0.9980042111856164,4,945
42,1,A,Business,Gemini-2.5-Flash,0.9948955590371042,4,972
42,2,A,Business,Gemini-2.5-Flash,0.9968141064891824,4,913
43,0,A,Business,Gemini-2.5-Flash,0.3969239801517688,4,1080
43,1,A,Business,Gemini-2.5-Flash,-0.04008181090466678,4,1010
43,2,A,Business,Gemini-2.5-Flash,-0.14008824082557111,5,1280
44,0,A,Business,Gemini-2.5-Flash,0.08164269849658012,4,1062
44,1,A,Business,Gemini-2.5-Flash,0.27183993090875447,4,1080
44,2,A,Business,Gemini-2.5-Flash,-0.34423286747187376,4,1145
45,0,A,Business,Gemini-2.5-Flash,-0.9482340620209774,3,977
45,1,A,Business,Gemini-2.5-Flash,-0.04119421256473288,4,1141
45,2,A,Business,Gemini-2.5-Flash,-0.7612561557907611,4,1161
46,0,A,Business,Gemini-2.5-Flash,0.3099797866307199,4,1134
46,1,A,Business,Gemini-2.5-Flash,0.8679767859866843,4,1134
46,2,A,Business,Gemini-2.5-Flash,0.4681789281894453,4,1053
47,0,A,Business,Gemini-2.5-Flash,-0.4919160520657897,4,990
47,1,A,Business,Gemini-2.5-Flash,-0.6030755307292566,4,998
47,2,A,Business,Gemini-2.5-Flash,-0.8758843936957419,4,1174
48,0,A,Business,Gemini-2.5-Flash,0.05005599372088909,4,1043
48,1,A,Business,Gemini-2.5-Flash,0.09948820434510708,4,1099
48,2,A,Business,Gemini-2.5-Flash,-0.14066629204899073,4,1043
49,0,A,Business,Gemini-2.5-Flash,-0.33281443392237026,3,972
49,1,A,Business,Gemini-2.5-Flash,-0.39959272742271423,3,936
49,2,A,Business,Gemini-2.5-Flash,-0.7558577979604403,3,959
50,0,A,Foreign,Gemini-2.5-Flash,-0.045553021132946014,2,674
50,1,A,Foreign,Gemini-2.5-Flash,-0.9186120048398152,4,1181
50,2,A,Foreign,Gemini-2.5-Flash,-0.19680229667574167,4,1227
51,0,A,Foreign,Gemini-2.5-Flash,0.3169407360255718,3,947
51,1,A,Foreign,Gemini-2.5-Flash,-0.24739901162683964,4,1101
51,2,A,Foreign,Gemini-2.5-Flash,-0.1767597885336727,4,1122
52,0,A,Foreign,Gemini-2.5-Flash,0.945221392903477,3,966
52,1,A,Foreign,Gemini-2.5-Flash,0.4988982634677086,4,1002
52,2,A,Foreign,Gemini-2.5-Flash,0.8787561950739473,4,1045
53,0,A,Foreign,Gemini-2.5-Flash,-0.5606933960225433,4,1172
53,1,A,Foreign,Gemini-2.5-Flash,0.1564000016078353,4,1144
53,2,A,Foreign,Gemini-2.5-Flash,-0.13367354893125594,4,1064
54,0,A,Foreign,Gemini-2.5-Flash,0.7424374173084894,3,950
54,1,A,Foreign,Gemini-2.5-Flash,0.645919798174873,4,1161
54,2,A,Foreign,Gemini-2.5-Flash,-0.7552483268082142,4,1010
55,0,A,Foreign,Gemini-2.5-Flash,-0.2702555807773024,4,1210
55,1,A,Foreign,Gemini-2.5-Flash,-0.3255790074666341,3,743
55,2,A,Foreign,Gemini-2.5-Flash,0.016772830858826637,4,1132
56,0,A,Foreign,Gemini-2.5-Flash,-0.3060332086170092,4,1132
56,1,A,Foreign,Gemini-2.5-Flash,-0.5254132213303819,4,1139
56,2,A,Foreign,Gemini-2.5-Flash,-0.14871376589871943,4,1128
57,0,A,Foreign,Gemini-2.5-Flash,-0.3628432363620959,4,1074
57,1,A,Foreign,Gemini-2.5-Flash,-0.24465706886257976,4,1141
57,2,A,Foreign,Gemini-2.5-Flash,-0.4816086976788938,4,1155
58,0,A,Foreign,Gemini-2.5-Flash,0.835642064397689,4,1101
58,1,A,Foreign,Gemini-2.5-Flash,0.4287458584876731,4,1093
58,2,A,Foreign,Gemini-2.5-Flash,0.9905845843022689,4,1231
59,0,A,Foreign,Gemini-2.5-Flash,0.479235076403711,4,1012
59,1,A,Foreign,Gemini-2.5-Flash,0.5349436370888725,4,999
59,2,A,Foreign,Gemini-2.5-Flash,0.6679012327440432,4,1017
60,0,A,Foreign,Gemini-2.5-Flash,-0.401593916118145,4,1118
60,1,A,Foreign,Gemini-2.5-Flash,-0.36726389452815056,4,1097
60,2,A,Foreign,Gemini-2.5-Flash,-0.08008957910351455,4,1086
61,0,A,Foreign,Gemini-2.5-Flash,-0.16528047231258824,4,1065
61,1,A,Foreign,Gemini-2.5-Flash,-0.506427270709537,4,1022
61,2,A,Foreign,Gemini-2.5-Flash,-0.5524683790281415,3,976
62,0,A,Foreign,Gemini-2.5-Flash,-0.9073278563834416,3,757
62,1,A,Foreign,Gemini-2.5-Flash,-0.9737522575305775,4,1081
62,2,A,Foreign,Gemini-2.5-Flash,-0.9765441903145984,4,1113
63,0,A,Foreign,Gemini-2.5-Flash,0.9812140612775693,4,1014
63,1,A,Foreign,Gemini-2.5-Flash,0.48589459666982293,4,1062
63,2,A,Foreign,Gemini-2.5-Flash,0.8935453104786575,4,1074
64,0,A,Foreign,Gemini-2.5-Flash,-0.12714124750345945,4,1206
64,1,A,Foreign,Gemini-2.5-Flash,-0.2921644113957882,3,965
64,2,A,Foreign,Gemini-2.5-Flash,-0.2286718076793477,4,1063
65,0,A,Foreign,Gemini-2.5-Flash,-0.780675734509714,4,1051
65,1,A,Foreign,Gemini-2.5-Flash,-0.901378299575299,4,1186
65,2,A,Foreign,Gemini-2.5-Flash,-0.49528812745120376,4,1255
66,0,A,Foreign,Gemini-2.5-Flash,-0.3452298225602135,4,1153
66,1,A,Foreign,Gemini-2.5-Flash,-0.38853534182999283,4,1192
66,2,A,Foreign,Gemini-2.5-Flash,-0.8974530911073089,4,1139
67,0,A,Foreign,Gemini-2.5-Flash,-0.22682942263782024,4,1152
67,1,A,Foreign,Gemini-2.5-Flash,-0.9502377649769187,4,1213
67,2,A,Foreign,Gemini-2.5-Flash,0.07711958326399326,4,1042
68,0,A,Foreign,Gemini-2.5-Flash,0.5569487981847487,4,1103
68,1,A,Foreign,Gemini-2.5-Flash,0.9389235279522836,3,935
68,2,A,Foreign,Gemini-2.5-Flash,0.06136673782020807,4,1200
69,0,A,Foreign,Gemini-2.5-Flash,0.8681198212725576,4,1017
69,1,A,Foreign,Gemini-2.5-Flash,0.33023141976445913,3,926
69,2,A,Foreign,Gemini-2.5-Flash,0.9576337796170264,4,1099
70,0,A,Foreign,Gemini-2.5-Flash,0.00863349437713623,4,1090
70,1,A,Foreign,Gemini-2.5-Flash,0.4316985871992074,4,1157
70,2,A,Foreign,Gemini-2.5-Flash,0.48361045253113844,4,1097
71,0,A,Foreign,Gemini-2.5-Flash,-0.7956277014454827,4,1049
71,1,A,Foreign,Gemini-2.5-Flash,0.8467689235694706,4,1083
71,2,A,Foreign,Gemini-2.5-Flash,-0.049313344759866595,4,1068
72,0,A,Foreign,Gemini-2.5-Flash,-0.41491202951874584,4,1008
72,1,A,Foreign,Gemini-2.5-Flash,0.012319589732214808,4,1099
72,2,A,Foreign,Gemini-2.5-Flash,0.35649252450093627,4,1035
73,0,A,Foreign,Gemini-2.5-Flash,-0.382189248004579,4,1035
73,1,A,Foreign,Gemini-2.5-Flash,0.0386854272801429,4,1127
73,2,A,Foreign,Gemini-2.5-Flash,-0.9065205827355385,4,1074
74,0,A,Foreign,Gemini-2.5-Flash,-0.3043380721161763,3,880
74,1,A,Foreign,Gemini-2.5-Flash,-0.08767372649163008,4,1174
74,2,A,Foreign,Gemini-2.5-Flash,-0.8021047627553344,4,1089
75,0,A,Foreign,Gemini-2.5-Flash,0.1427895431406796,4,1100
75,1,A,Foreign,Gemini-2.5-Flash,0.9714461333933286,4,1097
75,2,A,Foreign,Gemini-2.5-Flash,0.5980331999016926,4,1248
76,0,A,Foreign,Gemini-2.5-Flash,0.6992271811468527,4,1117
76,1,A,Foreign,Gemini-2.5-Flash,0.9815187630010769,4,1040
76,2,A,Foreign,Gemini-2.5-Flash,0.8229717549402267,4,1060
77,0,A,Foreign,Gemini-2.5-Flash,0.0036337245255708694,4,1086
77,1,A,Foreign,Gemini-2.5-Flash,-0.12344058672897518,4,1227
77,2,A,Foreign,Gemini-2.5-Flash,0.2526428997516632,4,1033
78,0,A,Foreign,Gemini-2.5-Flash,-0.7773775735404342,4,1130
78,1,A,Foreign,Gemini-2.5-Flash,-0.4269062266976107,4,1054
78,2,A,Foreign,Gemini-2.5-Flash,-0.4792580401408486,4,1010
79,0,A,Foreign,Gemini-2.5-Flash,-0.06488445727154613,4,1105
79,1,A,Foreign,Gemini-2.5-Flash,0.03119828423950821,4,1059
79,2,A,Foreign,Gemini-2.5-Flash,-0.6941330092377029,4,1166
0,0,E,Business,Gemini-2.5-Flash,-0.9817716881322364,3,944
0,1,E,Business,Gemini-2.5-Flash,-0.9909479795799901,3,978
0,2,E,Business,Gemini-2.5-Flash,-0.9956303904182278,3,921
1,0,E,Business,Gemini-2.5-Flash,-0.966694537550211,4,943
1,1,E,Business,Gemini-2.5-Flash,-0.566005359403789,3,921
1,2,E,Business,Gemini-2.5-Flash,-0.866651713498868,4,1047
2,0,E,Business,Gemini-2.5-Flash,0.301462521601934,4,1091
2,1,E,Business,Gemini-2.5-Flash,0.9636209028152128,3,974
2,2,E,Business,Gemini-2.5-Flash,0.5156568964011967,4,1049
3,0,E,Business,Gemini-2.5-Flash,-0.782736401015427,4,1000
3,1,E,Business,Gemini-2.5-Flash,0.4116852160077542,4,959
3,2,E,Business,Gemini-2.5-Flash,-0.5590700869215652,4,1048
4,0,E,Business,Gemini-2.5-Flash,-0.9751846507618515,3,896
4,1,E,Business,Gemini-2.5-Flash,-0.9635935939149931,4,1181
4,2,E,Business,Gemini-2.5-Flash,-0.6002855155384168,4,1074
5,0,E,Business,Gemini-2.5-Flash,0.8993168901361059,4,1005
5,1,E,Business,Gemini-2.5-Flash,0.9711785139515996,3,871
5,2,E,Business,Gemini-2.5-Flash,0.6240582851460204,4,1079
6,0,E,Business,Gemini-2.5-Flash,-0.32474339318772155,3,954
6,1,E,Business,Gemini-2.5-Flash,-0.4918210820760578,4,1101
6,2,E,Business,Gemini-2.5-Flash,-0.46141946657250327,3,941
7,0,E,Business,Gemini-2.5-Flash,0.0639948754105717,4,1123
7,1,E,Business,Gemini-2.5-Flash,-0.28595901280641556,3,847
7,2,E,Business,Gemini-2.5-Flash,-0.3097514547407627,3,908
8,0,E,Business,Gemini-2.5-Flash,-0.5655980063020252,4,1023
8,1,E,Business,Gemini-2.5-Flash,-0.3911449146544328,4,983
8,2,E,Business,Gemini-2.5-Flash,-0.6647864593833219,4,1135
9,0,E,Business,Gemini-2.5-Flash,-0.8994257338345051,3,997
9,1,E,Business,Gemini-2.5-Flash,-0.4383814806351438,4,1013
9,2,E,Business,Gemini-2.5-Flash,-0.5025105081731454,4,1062
10,0,E,Foreign,Gemini-2.5-Flash,0.9706247394497041,4,1055
10,1,E,Foreign,Gemini-2.5-Flash,0.9519236364285462,4,1085
10,2,E,Foreign,Gemini-2.5-Flash,0.9872023452771828,4,1107
11,0,E,Foreign,Gemini-2.5-Flash,0.5800252966291737,4,1055
11,1,E,Foreign,Gemini-2.5-Flash,0.8646992735448293,4,991
11,2,E,Foreign,Gemini-2.5-Flash,0.5239848948549479,4,1088
12,0,E,Foreign,Gemini-2.5-Flash,-0.0523737586918287,4,1113
12,1,E,Foreign,Gemini-2.5-Flash,-0.446201910614036,4,1148
12,2,E,Foreign,Gemini-2.5-Flash,0.05066643531123797,3,925
13,0,E,Foreign,Gemini-2.5-Flash,-0.4066967985127121,4,1134
13,1,E,Foreign,Gemini-2.5-Flash,-0.8868803828954697,3,862
13,2,E,Foreign,Gemini-2.5-Flash,-0.5646256455220282,4,1114
14,0,E,Foreign,Gemini-2.5-Flash,0.45564787730108947,4,1144
14,1,E,Foreign,Gemini-2.5-Flash,0.45981489057885483,4,1128
14,2,E,Foreign,Gemini-2.5-Flash,0.15213146235328168,4,1116
15,0,E,Foreign,Gemini-2.5-Flash,0.8232241466175765,4,1042
15,1,E,Foreign,Gemini-2.5-Flash,0.1512955268844962,3,964
15,2,E,Foreign,Gemini-2.5-Flash,0.005886949715204537,4,1085
16,0,E,Foreign,Gemini-2.5-Flash,-0.19455108873080462,4,994
16,1,E,Foreign,Gemini-2.5-Flash,0.9353747150016716,4,976
16,2,E,Foreign,Gemini-2.5-Flash,0.342879223326842,3,944
17,0,E,Foreign,Gemini-2.5-Flash,-0.112511015846394,4,1129
17,1,E,Foreign,Gemini-2.5-Flash,-0.07596695882966742,4,1036
17,2,E,Foreign,Gemini-2.5-Flash,0.11034602392464876,4,1098
18,0,E,Foreign,Gemini-2.5-Flash,0.3217312100653847,3,910
18,1,E,Foreign,Gemini-2.5-Flash,-0.13680929390829988,4,1070
18,2,E,Foreign,Gemini-2.5-Flash,0.5223159968736582,4,1005
19,0,E,Foreign,Gemini-2.5-Flash,0.9870028227257232,3,916
19,1,E,Foreign,Gemini-2.5-Flash,0.025930647738277912,4,1033
19,2,E,Foreign,Gemini-2.5-Flash,0.6139052466896828,4,1094
20,0,E,Business,Gemini-2.5-Flash,0.24441239531734027,4,985
20,1,E,Business,Gemini-2.5-Flash,-0.3251018722075969,4,996
20,2,E,Business,Gemini-2.5-Flash,-0.9843063433654606,3,967
21,0,E,Business,Gemini-2.5-Flash,0.9148357615340501,2,589
21,1,E,Business,Gemini-2.5-Flash,0.9955519754439592,1,106
21,2,E,Business,Gemini-2.5-Flash,-0.31732897460460663,3,747
22,0,E,Business,Gemini-2.5-Flash,-0.06051837973063812,4,1165
22,1,E,Business,Gemini-2.5-Flash,-0.46288233663653955,4,1008
22,2,E,Business,Gemini-2.5-Flash,-0.7262153137417044,4,1050
23,0,E,Business,Gemini-2.5-Flash,-0.9670034521259367,3,957
23,1,E,Business,Gemini-2.5-Flash,-0.3561758128926158,4,1026
23,2,E,Business,Gemini-2.5-Flash,-0.9360002542380244,3,877
24,0,E,Business,Gemini-2.5-Flash,0.903771594632417,4,1166
24,1,E,Business,Gemini-2.5-Flash,0.0924841770902276,4,1083
24,2,E,Business,Gemini-2.5-Flash,0.5055394268420059,4,972
25,0,E,Business,Gemini-2.5-Flash,0.2213302357122302,4,1141
25,1,E,Business,Gemini-2.5-Flash,-0.48243961700548726,3,955
25,2,E,Business,Gemini-2.5-Flash,0.46732722234446555,4,1058
26,0,E,Business,Gemini-2.5-Flash,-0.7911650032619946,4,1010
26,1,E,Business,Gemini-2.5-Flash,-0.7521803001873195,4,1132
26,2,E,Business,Gemini-2.5-Flash,-0.9934942784408728,3,940
27,0,E,Business,Gemini-2.5-Flash,0.0029923482215963304,4,972
27,1,E,Business,Gemini-2.5-Flash,-0.47604575532022864,4,1014
27,2,E,Business,Gemini-2.5-Flash,-0.9489015253493562,4,1023
28,0,E,Business,Gemini-2.5-Flash,-0.48282803629990667,4,1082
28,1,E,Business,Gemini-2.5-Flash,0.16481607609118024,3,969
28,2,E,Business,Gemini-2.5-Flash,0.1728015847329516,4,1068
29,0,E,Business,Gemini-2.5-Flash,0.951471475729098,3,933
29,1,E,Business,Gemini-2.5-Flash,0.8967091431841254,3,980
29,2,E,Business,Gemini-2.5-Flash,0.9331568409688771,4,952
30,0,E,Business,Gemini-2.5-Flash,0.8904640053515323,4,983
30,1,E,Business,Gemini-2.5-Flash,0.5876034746567408,3,817
30,2,E,Business,Gemini-2.5-Flash,-0.09107910166494548,4,992
31,0,E,Business,Gemini-2.5-Flash,-0.2548665963113308,4,1042
31,1,E,Business,Gemini-2.5-Flash,0.046500389774640404,3,884
31,2,E,Business,Gemini-2.5-Flash,0.3897233074530959,4,991
32,0,E,Business,Gemini-2.5-Flash,-0.15321713189284006,3,867
32,1,E,Business,Gemini-2.5-Flash,-0.9148636727283398,3,826
32,2,E,Business,Gemini-2.5-Flash,-0.655963488544027,3,947
33,0,E,Business,Gemini-2.5-Flash,-0.5526789506548084,4,1020
33,1,E,Business,Gemini-2.5-Flash,-0.9108395328366896,4,1117
33,2,E,Business,Gemini-2.5-Flash,-0.9708400448871544,4,1113
34,0,E,Business,Gemini-2.5-Flash,-0.8546955896890722,4,1035
34,1,E,Business,Gemini-2.5-Flash,-0.6952767775510438,4,1069
34,2,E,Business,Gemini-2.5-Flash,-0.5151052880100906,4,1004
35,0,E,Business,Gemini-2.5-Flash,0.31254917895421386,4,1141
35,1,E,Business,Gemini-2.5-Flash,0.304801553953439,4,1030
35,2,E,Business,Gemini-2.5-Flash,0.9511809391551651,4,1031
36,0,E,Business,Gemini-2.5-Flash,-0.9307812843471766,3,971
36,1,E,Business,Gemini-2.5-Flash,-0.8338194602401927,4,960
36,2,E,Business,Gemini-2.5-Flash,-0.10604894968370597,3,964
37,0,E,Business,Gemini-2.5-Flash,-0.9611647883430123,4,1073
37,1,E,Business,Gemini-2.5-Flash,-0.972276575921569,4,1002
37,2,E,Business,Gemini-2.5-Flash,-0.9698336814763024,4,1081
38,0,E,Business,Gemini-2.5-Flash,-0.6218284867354669,4,949
38,1,E,Business,Gemini-2.5-Flash,-0.9700798618141562,4,1106
38,2,E,Business,Gemini-2.5-Flash,-0.6295353058182324,3,948
39,0,E,Business,Gemini-2.5-Flash,-0.9432989445825418,3,940
39,1,E,Business,Gemini-2.5-Flash,0.13500668125925586,4,1042
39,2,E,Business,Gemini-2.5-Flash,0.2070434307679534,4,1012
40,0,E,Business,Gemini-2.5-Flash,-0.5868096227447192,3,925
40,1,E,Business,Gemini-2.5-Flash,-0.9869666431720058,3,860
40,2,E,Business,Gemini-2.5-Flash,-0.3857902518939227,3,911
41,0,E,Business,Gemini-2.5-Flash,-0.9742403245763853,4,1063
41,1,E,Business,Gemini-2.5-Flash,-0.7456729707773775,4,1109
41,2,E,Business,Gemini-2.5-Flash,-0.87073780503124,4,1110
42,0,E,Business,Gemini-2.5-Flash,0.9916558151307981,4,1018
42,1,E,Business,Gemini-2.5-Flash,0.9873783448419999,4,1023
42,2,E,Business,Gemini-2.5-Flash,0.9833483198017348,4,1026
43,0,E,Business,Gemini-2.5-Flash,-0.6151637182338163,4,1061
43,1,E,Business,Gemini-2.5-Flash,-0.8197002951055765,4,1049
43,2,E,Business,Gemini-2.5-Flash,0.33628938265610486,4,1074
44,0,E,Business,Gemini-2.5-Flash,-0.3285320115974173,4,1077
44,1,E,Business,Gemini-2.5-Flash,-0.7864720926154405,4,1132
44,2,E,Business,Gemini-2.5-Flash,-0.334721906343475,4,995
45,0,E,Business,Gemini-2.5-Flash,-0.42379430239088833,4,1077
