sample_id,rep,prompt_version,news_desk,model,vader_compound
16,0,B,Foreign,GPT-4o-mini,-0.6076666666666667
16,1,B,Foreign,GPT-4o-mini,-0.28509999999999996
16,2,B,Foreign,GPT-4o-mini,-0.2300666666666666
17,0,B,Foreign,GPT-4o-mini,0.733075
17,1,B,Foreign,GPT-4o-mini,0.87445
17,2,B,Foreign,GPT-4o-mini,0.93565
18,0,B,Foreign,GPT-4o-mini,0.96575
18,1,B,Foreign,GPT-4o-mini,0.952575
18,2,B,Foreign,GPT-4o-mini,0.991075
19,0,B,Foreign,GPT-4o-mini,0.9298333333333333
19,1,B,Foreign,GPT-4o-mini,0.736075
19,2,B,Foreign,GPT-4o-mini,0.9631
0,0,D,Business,GPT-4o-mini,0.6336
0,1,D,Business,GPT-4o-mini,-0.3008
0,2,D,Business,GPT-4o-mini,0.2675
1,0,D,Business,GPT-4o-mini,-0.9321
1,1,D,Business,GPT-4o-mini,0.07080000000000002
1,2,D,Business,GPT-4o-mini,0.9171333333333335
2,0,D,Business,GPT-4o-mini,0.8725333333333333
2,1,D,Business,GPT-4o-mini,0.8114333333333333
2,2,D,Business,GPT-4o-mini,0.5030666666666667
3,0,D,Business,GPT-4o-mini,-0.3168999999999999
3,1,D,Business,GPT-4o-mini,-0.6411666666666666
3,2,D,Business,GPT-4o-mini,-0.7989666666666667
4,0,D,Business,GPT-4o-mini,0.8887999999999999
4,1,D,Business,GPT-4o-mini,0.8263666666666666
4,2,D,Business,GPT-4o-mini,0.8135666666666665
5,0,D,Business,GPT-4o-mini,0.8336333333333332
5,1,D,Business,GPT-4o-mini,0.9045666666666667
5,2,D,Business,GPT-4o-mini,0.9029333333333334
6,0,D,Business,GPT-4o-mini,0.47526666666666667
6,1,D,Business,GPT-4o-mini,0.380425
6,2,D,Business,GPT-4o-mini,0.3811
7,0,D,Business,GPT-4o-mini,0.9137333333333334
7,1,D,Business,GPT-4o-mini,0.4955333333333334
7,2,D,Business,GPT-4o-mini,0.4687333333333333
8,0,D,Business,GPT-4o-mini,0.7153
8,1,D,Business,GPT-4o-mini,0.31396666666666667
8,2,D,Business,GPT-4o-mini,-0.26799999999999996
9,0,D,Business,GPT-4o-mini,-0.1311
9,1,D,Business,GPT-4o-mini,-0.8816666666666667
9,2,D,Business,GPT-4o-mini,0.16640000000000002
10,0,D,Foreign,GPT-4o-mini,0.23316666666666666
10,1,D,Foreign,GPT-4o-mini,-0.2481
10,2,D,Foreign,GPT-4o-mini,-0.15616666666666668
11,0,D,Foreign,GPT-4o-mini,0.142
11,1,D,Foreign,GPT-4o-mini,0.556825
11,2,D,Foreign,GPT-4o-mini,-0.7535
12,0,D,Foreign,GPT-4o-mini,-0.6825000000000001
12,1,D,Foreign,GPT-4o-mini,-0.9007333333333335
12,2,D,Foreign,GPT-4o-mini,-0.7699666666666666
13,0,D,Foreign,GPT-4o-mini,0.1958
13,1,D,Foreign,GPT-4o-mini,0.3264666666666666
13,2,D,Foreign,GPT-4o-mini,0.39916666666666667
14,0,D,Foreign,GPT-4o-mini,0.3068666666666667
14,1,D,Foreign,GPT-4o-mini,0.5094333333333333
14,2,D,Foreign,GPT-4o-mini,0.3841333333333334
15,0,D,Foreign,GPT-4o-mini,0.7050000000000001
15,1,D,Foreign,GPT-4o-mini,0.7511666666666666
15,2,D,Foreign,GPT-4o-mini,0.269425
16,0,D,Foreign,GPT-4o-mini,-0.35946666666666666
16,1,D,Foreign,GPT-4o-mini,-0.47619999999999996
16,2,D,Foreign,GPT-4o-mini,-0.5408666666666666
17,0,D,Foreign,GPT-4o-mini,0.5982999999999999
17,1,D,Foreign,GPT-4o-mini,0.4739
17,2,D,Foreign,GPT-4o-mini,0.3469
18,0,D,Foreign,GPT-4o-mini,0.8266
18,1,D,Foreign,GPT-4o-mini,0.9761000000000001
18,2,D,Foreign,GPT-4o-mini,0.9282666666666667
19,0,D,Foreign,GPT-4o-mini,0.9052666666666666
19,1,D,Foreign,GPT-4o-mini,0.8551666666666667
19,2,D,Foreign,GPT-4o-mini,0.9411
0,0,E,Business,GPT-4o-mini,0.8322333333333333
0,1,E,Business,GPT-4o-mini,0.2876666666666667
0,2,E,Business,GPT-4o-mini,0.3668666666666667
1,0,E,Business,GPT-4o-mini,-0.20673333333333335
1,1,E,Business,GPT-4o-mini,-0.3589333333333333
1,2,E,Business,GPT-4o-mini,-0.5158333333333333
2,0,E,Business,GPT-4o-mini,0.7071
2,1,E,Business,GPT-4o-mini,0.7845333333333334
2,2,E,Business,GPT-4o-mini,0.151
3,0,E,Business,GPT-4o-mini,0.17046666666666666
3,1,E,Business,GPT-4o-mini,-0.7787333333333334
3,2,E,Business,GPT-4o-mini,0.2879666666666667
4,0,E,Business,GPT-4o-mini,0.8501666666666666
4,1,E,Business,GPT-4o-mini,0.8786999999999999
4,2,E,Business,GPT-4o-mini,0.3162
5,0,E,Business,GPT-4o-mini,0.9504333333333334
5,1,E,Business,GPT-4o-mini,0.9388666666666667
5,2,E,Business,GPT-4o-mini,0.8893333333333334
6,0,E,Business,GPT-4o-mini,0.4836333333333333
6,1,E,Business,GPT-4o-mini,-0.6275333333333334
6,2,E,Business,GPT-4o-mini,-0.22016666666666673
7,0,E,Business,GPT-4o-mini,0.7992333333333334
7,1,E,Business,GPT-4o-mini,0.4484666666666666
7,2,E,Business,GPT-4o-mini,0.4045000000000001
8,0,E,Business,GPT-4o-mini,0.39210000000000006
8,1,E,Business,GPT-4o-mini,-0.401
8,2,E,Business,GPT-4o-mini,-0.3457333333333333
9,0,E,Business,GPT-4o-mini,0.1794
9,1,E,Business,GPT-4o-mini,0.042866666666666685
9,2,E,Business,GPT-4o-mini,0.05133333333333334
10,0,E,Foreign,GPT-4o-mini,-0.8164666666666666
10,1,E,Foreign,GPT-4o-mini,-0.40133333333333326
10,2,E,Foreign,GPT-4o-mini,-0.4783
11,0,E,Foreign,GPT-4o-mini,0.37326666666666664
11,1,E,Foreign,GPT-4o-mini,0.4028
11,2,E,Foreign,GPT-4o-mini,0.8716666666666666
12,0,E,Foreign,GPT-4o-mini,-0.9272333333333332
12,1,E,Foreign,GPT-4o-mini,-0.9639333333333333
12,2,E,Foreign,GPT-4o-mini,-0.8997666666666667
13,0,E,Foreign,GPT-4o-mini,0.30339999999999995
13,1,E,Foreign,GPT-4o-mini,-0.22970000000000002
13,2,E,Foreign,GPT-4o-mini,0.17370000000000005
14,0,E,Foreign,GPT-4o-mini,-0.14983333333333337
14,1,E,Foreign,GPT-4o-mini,-0.29923333333333335
14,2,E,Foreign,GPT-4o-mini,0.27326666666666666
15,0,E,Foreign,GPT-4o-mini,0.37779999999999997
15,1,E,Foreign,GPT-4o-mini,0.45733333333333337
15,2,E,Foreign,GPT-4o-mini,0.5478333333333333
16,0,E,Foreign,GPT-4o-mini,0.04676666666666666
16,1,E,Foreign,GPT-4o-mini,-0.8187333333333333
16,2,E,Foreign,GPT-4o-mini,-0.5585
17,0,E,Foreign,GPT-4o-mini,0.9441
17,1,E,Foreign,GPT-4o-mini,0.8915333333333333
17,2,E,Foreign,GPT-4o-mini,0.8035666666666667
18,0,E,Foreign,GPT-4o-mini,0.9736333333333334
18,1,E,Foreign,GPT-4o-mini,0.9316999999999999
18,2,E,Foreign,GPT-4o-mini,0.9319666666666667
19,0,E,Foreign,GPT-4o-mini,0.8787666666666666
19,1,E,Foreign,GPT-4o-mini,0.9512
19,2,E,Foreign,GPT-4o-mini,0.8476333333333333
20,0,A,Business,GPT-4o-mini,0.7505333333333333
20,1,A,Business,GPT-4o-mini,0.878425
20,2,A,Business,GPT-4o-mini,0.9561666666666667
21,0,A,Business,GPT-4o-mini,0.8715666666666667
21,1,A,Business,GPT-4o-mini,0.8073666666666667
21,2,A,Business,GPT-4o-mini,0.9318666666666666
22,0,A,Business,GPT-4o-mini,0.04722500000000002
22,1,A,Business,GPT-4o-mini,-0.195325
22,2,A,Business,GPT-4o-mini,0.21489999999999998
23,0,A,Business,GPT-4o-mini,0.36233333333333334
23,1,A,Business,GPT-4o-mini,0.8688000000000001
23,2,A,Business,GPT-4o-mini,0.40942500000000004
24,0,A,Business,GPT-4o-mini,0.9669000000000001
24,1,A,Business,GPT-4o-mini,0.9411999999999999
24,2,A,Business,GPT-4o-mini,0.906525
25,0,A,Business,GPT-4o-mini,0.9808333333333333
25,1,A,Business,GPT-4o-mini,0.737425
25,2,A,Business,GPT-4o-mini,0.9479666666666667
26,0,A,Business,GPT-4o-mini,-0.273
26,1,A,Business,GPT-4o-mini,-0.27756666666666674
26,2,A,Business,GPT-4o-mini,-0.06497500000000003
27,0,A,Business,GPT-4o-mini,0.3252333333333333
27,1,A,Business,GPT-4o-mini,0.39466666666666667
27,2,A,Business,GPT-4o-mini,0.2815666666666667
28,0,A,Business,GPT-4o-mini,0.744325
28,1,A,Business,GPT-4o-mini,0.8827999999999999
28,2,A,Business,GPT-4o-mini,0.844925
29,0,A,Business,GPT-4o-mini,0.598275
29,1,A,Business,GPT-4o-mini,0.939775
29,2,A,Business,GPT-4o-mini,0.8194
30,0,A,Business,GPT-4o-mini,0.9008666666666666
30,1,A,Business,GPT-4o-mini,0.9792333333333335
30,2,A,Business,GPT-4o-mini,0.9045333333333333
31,0,A,Business,GPT-4o-mini,0.7458666666666667
31,1,A,Business,GPT-4o-mini,0.3777333333333333
31,2,A,Business,GPT-4o-mini,0.9115000000000001
32,0,A,Business,GPT-4o-mini,0.8847333333333335
32,1,A,Business,GPT-4o-mini,0.8101750000000001
32,2,A,Business,GPT-4o-mini,0.8984
33,0,A,Business,GPT-4o-mini,0.7428666666666667
33,1,A,Business,GPT-4o-mini,0.07122500000000001
33,2,A,Business,GPT-4o-mini,0.34514999999999996
34,0,A,Business,GPT-4o-mini,-0.9403
34,1,A,Business,GPT-4o-mini,-0.9830666666666666
34,2,A,Business,GPT-4o-mini,-0.9269666666666666
35,0,A,Business,GPT-4o-mini,0.9608000000000001
35,1,A,Business,GPT-4o-mini,0.9627666666666667
35,2,A,Business,GPT-4o-mini,0.9834999999999999
36,0,A,Business,GPT-4o-mini,-0.30650000000000005
36,1,A,Business,GPT-4o-mini,-0.44156666666666666
36,2,A,Business,GPT-4o-mini,0.09600000000000002
37,0,A,Business,GPT-4o-mini,-0.7059666666666667
37,1,A,Business,GPT-4o-mini,-0.8129666666666666
37,2,A,Business,GPT-4o-mini,-0.9285
38,0,A,Business,GPT-4o-mini,0.768525
38,1,A,Business,GPT-4o-mini,0.4275
38,2,A,Business,GPT-4o-mini,0.8414333333333334
39,0,A,Business,GPT-4o-mini,0.936475
39,1,A,Business,GPT-4o-mini,0.876
39,2,A,Business,GPT-4o-mini,0.824625
40,0,A,Business,GPT-4o-mini,-0.9369
40,1,A,Business,GPT-4o-mini,-0.9503666666666666
40,2,A,Business,GPT-4o-mini,-0.9815666666666667
41,0,A,Business,GPT-4o-mini,0.4821666666666667
41,1,A,Business,GPT-4o-mini,0.05436666666666665
41,2,A,Business,GPT-4o-mini,-0.4755
42,0,A,Business,GPT-4o-mini,0.9805999999999999
42,1,A,Business,GPT-4o-mini,0.9748333333333333
42,2,A,Business,GPT-4o-mini,0.9651
43,0,A,Business,GPT-4o-mini,0.8852666666666668
43,1,A,Business,GPT-4o-mini,0.34135
43,2,A,Business,GPT-4o-mini,0.8993666666666668
44,0,A,Business,GPT-4o-mini,0.7965666666666668
44,1,A,Business,GPT-4o-mini,0.8799
44,2,A,Business,GPT-4o-mini,0.43626666666666664
45,0,A,Business,GPT-4o-mini,0.2717333333333333
45,1,A,Business,GPT-4o-mini,-0.214125
45,2,A,Business,GPT-4o-mini,-0.11853333333333334
46,0,A,Business,GPT-4o-mini,0.6195999999999999
46,1,A,Business,GPT-4o-mini,0.8997666666666667
46,2,A,Business,GPT-4o-mini,0.8605666666666667
47,0,A,Business,GPT-4o-mini,0.729125
47,1,A,Business,GPT-4o-mini,0.6082
47,2,A,Business,GPT-4o-mini,0.8230333333333334
48,0,A,Business,GPT-4o-mini,-0.21253333333333332
48,1,A,Business,GPT-4o-mini,-0.06059999999999999
48,2,A,Business,GPT-4o-mini,0.8498333333333333
49,0,A,Business,GPT-4o-mini,-0.7256
49,1,A,Business,GPT-4o-mini,-0.30843333333333334
49,2,A,Business,GPT-4o-mini,-0.3501
50,0,A,Foreign,GPT-4o-mini,-0.341625
50,1,A,Foreign,GPT-4o-mini,-0.1021
50,2,A,Foreign,GPT-4o-mini,0.055466666666666664
51,0,A,Foreign,GPT-4o-mini,0.9573666666666667
51,1,A,Foreign,GPT-4o-mini,0.4418333333333333
51,2,A,Foreign,GPT-4o-mini,0.583425
52,0,A,Foreign,GPT-4o-mini,0.3551
52,1,A,Foreign,GPT-4o-mini,0.8549000000000001
52,2,A,Foreign,GPT-4o-mini,0.9312
53,0,A,Foreign,GPT-4o-mini,-0.3849666666666667
53,1,A,Foreign,GPT-4o-mini,0.44693333333333335
53,2,A,Foreign,GPT-4o-mini,0.2891333333333333
54,0,A,Foreign,GPT-4o-mini,0.7431666666666666
54,1,A,Foreign,GPT-4o-mini,0.3437666666666666
54,2,A,Foreign,GPT-4o-mini,0.861925
55,0,A,Foreign,GPT-4o-mini,-0.7553666666666666
55,1,A,Foreign,GPT-4o-mini,-0.34193333333333326
55,2,A,Foreign,GPT-4o-mini,-0.2626
56,0,A,Foreign,GPT-4o-mini,0.20556666666666668
56,1,A,Foreign,GPT-4o-mini,0.0036999999999999624
56,2,A,Foreign,GPT-4o-mini,-0.2735666666666667
57,0,A,Foreign,GPT-4o-mini,-0.3571
57,1,A,Foreign,GPT-4o-mini,0.1544
57,2,A,Foreign,GPT-4o-mini,-0.7056
58,0,A,Foreign,GPT-4o-mini,0.9675666666666666
58,1,A,Foreign,GPT-4o-mini,0.9721666666666667
58,2,A,Foreign,GPT-4o-mini,0.9733666666666667
59,0,A,Foreign,GPT-4o-mini,0.8603666666666667
59,1,A,Foreign,GPT-4o-mini,0.9448333333333333
59,2,A,Foreign,GPT-4o-mini,0.7677666666666667
60,0,A,Foreign,GPT-4o-mini,0.8054
60,1,A,Foreign,GPT-4o-mini,0.8485999999999999
60,2,A,Foreign,GPT-4o-mini,0.344275
61,0,A,Foreign,GPT-4o-mini,-0.3771333333333334
61,1,A,Foreign,GPT-4o-mini,0.11033333333333335
61,2,A,Foreign,GPT-4o-mini,0.7734666666666667
62,0,A,Foreign,GPT-4o-mini,-0.3302333333333333
62,1,A,Foreign,GPT-4o-mini,-0.21133333333333335
62,2,A,Foreign,GPT-4o-mini,-0.3979000000000001
63,0,A,Foreign,GPT-4o-mini,0.9047999999999999
63,1,A,Foreign,GPT-4o-mini,0.5348666666666667
63,2,A,Foreign,GPT-4o-mini,0.6377666666666667
64,0,A,Foreign,GPT-4o-mini,-0.14212499999999997
64,1,A,Foreign,GPT-4o-mini,0.53035
64,2,A,Foreign,GPT-4o-mini,0.08065
65,0,A,Foreign,GPT-4o-mini,-0.07660000000000002
65,1,A,Foreign,GPT-4o-mini,0.2136
65,2,A,Foreign,GPT-4o-mini,-0.13193333333333332
66,0,A,Foreign,GPT-4o-mini,0.49455000000000005
66,1,A,Foreign,GPT-4o-mini,0.8676
66,2,A,Foreign,GPT-4o-mini,0.6417666666666667
67,0,A,Foreign,GPT-4o-mini,0.49965
67,1,A,Foreign,GPT-4o-mini,-0.0643
67,2,A,Foreign,GPT-4o-mini,-0.006900000000000017
68,0,A,Foreign,GPT-4o-mini,0.6360333333333333
68,1,A,Foreign,GPT-4o-mini,0.8578
68,2,A,Foreign,GPT-4o-mini,0.89
69,0,A,Foreign,GPT-4o-mini,0.009750000000000009
69,1,A,Foreign,GPT-4o-mini,-0.05249999999999999
69,2,A,Foreign,GPT-4o-mini,0.061724999999999974
70,0,A,Foreign,GPT-4o-mini,0.5742
70,1,A,Foreign,GPT-4o-mini,0.33373333333333327
70,2,A,Foreign,GPT-4o-mini,0.502625
71,0,A,Foreign,GPT-4o-mini,-0.6464333333333333
71,1,A,Foreign,GPT-4o-mini,-0.4397333333333333
71,2,A,Foreign,GPT-4o-mini,-0.7151750000000001
72,0,A,Foreign,GPT-4o-mini,0.2936666666666667
72,1,A,Foreign,GPT-4o-mini,-0.04800000000000001
72,2,A,Foreign,GPT-4o-mini,0.044300000000000006
73,0,A,Foreign,GPT-4o-mini,0.39896666666666664
73,1,A,Foreign,GPT-4o-mini,0.010149999999999978
73,2,A,Foreign,GPT-4o-mini,0.8069666666666667
74,0,A,Foreign,GPT-4o-mini,-0.24803333333333333
74,1,A,Foreign,GPT-4o-mini,-0.6644666666666666
74,2,A,Foreign,GPT-4o-mini,0.25806666666666667
75,0,A,Foreign,GPT-4o-mini,0.9158333333333334
75,1,A,Foreign,GPT-4o-mini,0.8808333333333334
75,2,A,Foreign,GPT-4o-mini,0.8923333333333333
76,0,A,Foreign,GPT-4o-mini,0.9854666666666666
76,1,A,Foreign,GPT-4o-mini,0.9860000000000001
76,2,A,Foreign,GPT-4o-mini,0.9478666666666667
77,0,A,Foreign,GPT-4o-mini,-0.33243333333333336
77,1,A,Foreign,GPT-4o-mini,-0.4444666666666666
77,2,A,Foreign,GPT-4o-mini,-0.3192333333333333
78,0,A,Foreign,GPT-4o-mini,0.6925666666666667
78,1,A,Foreign,GPT-4o-mini,0.47635
78,2,A,Foreign,GPT-4o-mini,0.6871
79,0,A,Foreign,GPT-4o-mini,-0.1525
79,1,A,Foreign,GPT-4o-mini,-0.20953333333333335
79,2,A,Foreign,GPT-4o-mini,0.1479
20,0,B,Business,GPT-4o-mini,0.9652666666666666
20,1,B,Business,GPT-4o-mini,0.9375500000000001
20,2,B,Business,GPT-4o-mini,0.9511749999999999
21,0,B,Business,GPT-4o-mini,0.8807666666666666
21,1,B,Business,GPT-4o-mini,0.9500000000000001
21,2,B,Business,GPT-4o-mini,0.9662666666666667
22,0,B,Business,GPT-4o-mini,0.22583333333333333
22,1,B,Business,GPT-4o-mini,0.462125
22,2,B,Business,GPT-4o-mini,0.2455333333333333
23,0,B,Business,GPT-4o-mini,0.9495999999999999
23,1,B,Business,GPT-4o-mini,0.085475
23,2,B,Business,GPT-4o-mini,0.17553333333333332
24,0,B,Business,GPT-4o-mini,0.986525
24,1,B,Business,GPT-4o-mini,0.97165
24,2,B,Business,GPT-4o-mini,0.91955
25,0,B,Business,GPT-4o-mini,0.9426666666666667
25,1,B,Business,GPT-4o-mini,0.9573333333333333
25,2,B,Business,GPT-4o-mini,0.713575
26,0,B,Business,GPT-4o-mini,0.04556666666666668
26,1,B,Business,GPT-4o-mini,-0.25396666666666673
26,2,B,Business,GPT-4o-mini,-0.21070000000000003
27,0,B,Business,GPT-4o-mini,0.34902500000000003
27,1,B,Business,GPT-4o-mini,0.3256
27,2,B,Business,GPT-4o-mini,0.3596000000000001
28,0,B,Business,GPT-4o-mini,0.6521
28,1,B,Business,GPT-4o-mini,0.8838666666666667
28,2,B,Business,GPT-4o-mini,0.60385
29,0,B,Business,GPT-4o-mini,0.7026749999999999
29,1,B,Business,GPT-4o-mini,0.9595333333333333
29,2,B,Business,GPT-4o-mini,0.9623333333333334
30,0,B,Business,GPT-4o-mini,0.8241
30,1,B,Business,GPT-4o-mini,0.618325
30,2,B,Business,GPT-4o-mini,0.9765
31,0,B,Business,GPT-4o-mini,0.8476250000000001
31,1,B,Business,GPT-4o-mini,0.26002499999999995
31,2,B,Business,GPT-4o-mini,0.666825
32,0,B,Business,GPT-4o-mini,0.872475
32,1,B,Business,GPT-4o-mini,0.9747
32,2,B,Business,GPT-4o-mini,0.809025
33,0,B,Business,GPT-4o-mini,0.1980333333333333
33,1,B,Business,GPT-4o-mini,-0.4386
33,2,B,Business,GPT-4o-mini,0.044550000000000006
34,0,B,Business,GPT-4o-mini,-0.9676
34,1,B,Business,GPT-4o-mini,-0.39202499999999996
34,2,B,Business,GPT-4o-mini,-0.33070000000000005
35,0,B,Business,GPT-4o-mini,0.951875
35,1,B,Business,GPT-4o-mini,0.9457666666666666
35,2,B,Business,GPT-4o-mini,0.84865
36,0,B,Business,GPT-4o-mini,-0.6308333333333332
36,1,B,Business,GPT-4o-mini,-0.31536666666666663
36,2,B,Business,GPT-4o-mini,-0.6543333333333333
37,0,B,Business,GPT-4o-mini,-0.9581333333333334
37,1,B,Business,GPT-4o-mini,-0.6591
37,2,B,Business,GPT-4o-mini,-0.8696
38,0,B,Business,GPT-4o-mini,0.8146333333333332
38,1,B,Business,GPT-4o-mini,0.7636666666666666
38,2,B,Business,GPT-4o-mini,0.871375
39,0,B,Business,GPT-4o-mini,0.89805
39,1,B,Business,GPT-4o-mini,0.8440749999999999
39,2,B,Business,GPT-4o-mini,0.783175
40,0,B,Business,GPT-4o-mini,-0.8480666666666666
40,1,B,Business,GPT-4o-mini,-0.11232500000000004
40,2,B,Business,GPT-4o-mini,-0.3126666666666667
41,0,B,Business,GPT-4o-mini,-0.22046666666666667
41,1,B,Business,GPT-4o-mini,0.89295
41,2,B,Business,GPT-4o-mini,0.40445
42,0,B,Business,GPT-4o-mini,0.9725999999999999
42,1,B,Business,GPT-4o-mini,0.8366250000000001
42,2,B,Business,GPT-4o-mini,0.9914
43,0,B,Business,GPT-4o-mini,0.9833
43,1,B,Business,GPT-4o-mini,0.8187749999999999
43,2,B,Business,GPT-4o-mini,0.775025
44,0,B,Business,GPT-4o-mini,0.14807499999999998
44,1,B,Business,GPT-4o-mini,0.47024999999999995
44,2,B,Business,GPT-4o-mini,0.45619999999999994
45,0,B,Business,GPT-4o-mini,-0.594125
45,1,B,Business,GPT-4o-mini,-0.23432499999999998
45,2,B,Business,GPT-4o-mini,-0.6861
46,0,B,Business,GPT-4o-mini,0.8279
46,1,B,Business,GPT-4o-mini,0.23567499999999997
46,2,B,Business,GPT-4o-mini,0.73365
